date; temp; humid
2019-10-31 10:47:02.466807 ; 23.5 ; 17
2019-10-31 10:47:03.377588 ; 23.5 ; 17
2019-10-31 10:47:04.919830 ; 23.5 ; 17
2019-10-31 10:47:06.623206 ; 23.5 ; 17
2019-10-31 10:47:07.416911 ; 23.5 ; 17
